"institution","apc","period","doi","currency","is_hybrid","euro"
"Consejo Superior de Investigaciones Cientificas (CSIC)","1805","2023","10.1371/journal.pone.0280391","USD","FALSE","1670.76"
"Consejo Superior de Investigaciones Cientificas (CSIC)","2655","2023","10.1371/journal.ppat.1011136","USD","FALSE","2457.54"
"Consejo Superior de Investigaciones Cientificas (CSIC)","1805","2023","10.1371/journal.pone.0283088","USD","FALSE","1670.76"
"Consejo Superior de Investigaciones Cientificas (CSIC)","1805","2023","10.1371/journal.pone.0283852","USD","FALSE","1670.76"
"Consejo Superior de Investigaciones Cientificas (CSIC)","2495","2023","10.1371/journal.pntd.0010936","USD","FALSE","2309.44"
"Consejo Superior de Investigaciones Cientificas (CSIC)","2655","2023","10.1371/journal.ppat.1011373","USD","FALSE","2457.54"
"Consejo Superior de Investigaciones Cientificas (CSIC)","1805","2023","10.1371/journal.pone.0282178","USD","FALSE","1670.76"
"Consejo Superior de Investigaciones Cientificas (CSIC)","2495","2023","10.1371/journal.pntd.0011474","USD","FALSE","2309.44"
"Consejo Superior de Investigaciones Cientificas (CSIC)","1931","2023","10.1371/journal.pone.0288075","USD","FALSE","1787.39"
"Consejo Superior de Investigaciones Cientificas (CSIC)","1931","2023","10.1371/journal.pone.0290537","USD","FALSE","1787.39"
"Consejo Superior de Investigaciones Cientificas (CSIC)","1931","2023","10.1371/journal.pone.0291202","USD","FALSE","1787.39"
"Consejo Superior de Investigaciones Cientificas (CSIC)","2495","2023","10.1371/journal.pntd.0011592","USD","FALSE","2309.44"
"Consejo Superior de Investigaciones Cientificas (CSIC)","1805","2023","10.1371/journal.pone.0292464","USD","FALSE","1670.76"
"Consejo Superior de Investigaciones Cientificas (CSIC)","1931","2023","10.1371/journal.pone.0291270","USD","FALSE","1787.39"
"Consejo Superior de Investigaciones Cientificas (CSIC)","2841","2023","10.1371/journal.pcbi.1011014","USD","FALSE","2629.71"
"Consejo Superior de Investigaciones Cientificas (CSIC)","2841","2023","10.1371/journal.pgen.1010991","USD","FALSE","2629.71"
"Consejo Superior de Investigaciones Cientificas (CSIC)","1805","2023","10.1371/journal.pone.0293654","USD","FALSE","1670.76"
"Consejo Superior de Investigaciones Cientificas (CSIC)","1931","2023","10.1371/journal.pone.0292752","USD","FALSE","1787.39"
"Consejo Superior de Investigaciones Cientificas (CSIC)","1931","2023","10.1371/journal.pone.0292679","USD","FALSE","1787.39"
"Consejo Superior de Investigaciones Cientificas (CSIC)","2655","2023","10.1371/journal.pcbi.1011631","USD","FALSE","2455.45"
"Consejo Superior de Investigaciones Cientificas (CSIC)","2841","2023","10.1371/journal.pgen.1011026","USD","FALSE","2627.47"
"Consejo Superior de Investigaciones Cientificas (CSIC)","2841","2023","10.1371/journal.pgen.1010897","USD","FALSE","2627.47"
"Consejo Superior de Investigaciones Cientificas (CSIC)","1931","2023","10.1371/journal.pone.0295413","USD","FALSE","1785.87"
"Consejo Superior de Investigaciones Cientificas (CSIC)","1805","2023","10.1371/journal.pone.0292011","USD","FALSE","1669.34"
"Consejo Superior de Investigaciones Cientificas (CSIC)","2655","2023","10.1371/journal.pcbi.1011768","USD","FALSE","2455.45"
